H码,区号,城市
1851504,10,北京
1851505,10,北京
1851506,10,北京
1851507,10,北京
1851508,10,北京
1851509,10,北京
1851510,10,北京
1851511,10,北京
1851512,10,北京
1851513,10,北京
1851514,10,北京
1851515,10,北京
1851516,10,北京
1851517,10,北京
1851518,10,北京
1851519,10,北京
1851800,10,北京
1851801,10,北京
1851802,10,北京
1851803,10,北京
1851804,10,北京
1851805,10,北京
1851806,10,北京
1851807,10,北京
1851808,10,北京
1851809,10,北京
1851810,10,北京
1851811,10,北京
1851812,10,北京
1851813,10,北京
1851814,10,北京
1851815,10,北京
1851816,10,北京
1851817,10,北京
1851818,10,北京
1851819,10,北京
1851820,10,北京
1851821,10,北京
1851822,10,北京
1851823,10,北京
1851824,10,北京
1851825,10,北京
1851826,10,北京
1851827,10,北京
1851828,10,北京
1851829,10,北京
1851830,10,北京
1851831,10,北京
1851832,10,北京
1851833,10,北京
1851834,10,北京
1851835,10,北京
1851836,10,北京
1851837,10,北京
1851838,10,北京
1851839,10,北京
1851840,10,北京
1851841,10,北京
1851842,10,北京
1851843,10,北京
1851844,10,北京
1851845,10,北京
1851846,10,北京
1851847,10,北京
1851848,10,北京
1851849,10,北京
1851850,10,北京
1851851,10,北京
1851852,10,北京
1851853,10,北京
1851854,10,北京
1851855,10,北京
1851856,10,北京
1851857,10,北京
1851858,10,北京
1851859,10,北京
1851860,10,北京
1851861,10,北京
1851862,10,北京
1851863,10,北京
1851864,10,北京
1851865,10,北京
1851866,10,北京
1851867,10,北京
1851868,10,北京
1851869,10,北京
1851870,10,北京
1851871,10,北京
1851872,10,北京
1851873,10,北京
1851874,10,北京
1851875,10,北京
1851876,10,北京
1851877,10,北京
1851878,10,北京
1851879,10,北京
1851880,10,北京
1851881,10,北京
1851882,10,北京
1851883,10,北京
1851884,10,北京
1851885,10,北京
1851886,10,北京
1851887,10,北京
1851888,10,北京
1851889,10,北京
1851890,10,北京
1851891,10,北京
1851892,10,北京
1851893,10,北京
1851894,10,北京
1851895,10,北京
1851896,10,北京
1851897,10,北京
1851898,10,北京
1851899,10,北京
1850220,22,天津
1850221,22,天津
1850222,22,天津
1850223,22,天津
1850224,22,天津
1850225,22,天津
1850226,22,天津
1850227,22,天津
1850228,22,天津
1850229,22,天津
1850260,22,天津
1850261,22,天津
1850262,22,天津
1850263,22,天津
1850264,22,天津
1850265,22,天津
1850266,22,天津
1850267,22,天津
1850268,22,天津
1850269,22,天津
1851220,22,天津
1851221,22,天津
1851222,22,天津
1851223,22,天津
1851224,22,天津
1851225,22,天津
1851226,22,天津
1851227,22,天津
1851228,22,天津
1851229,22,天津
1852200,22,天津
1852201,22,天津
1852202,22,天津
1852203,22,天津
1852204,22,天津
1852205,22,天津
1852206,22,天津
1852207,22,天津
1852208,22,天津
1852209,22,天津
1852210,22,天津
1852211,22,天津
1852212,22,天津
1852213,22,天津
1852214,22,天津
1852215,22,天津
1852216,22,天津
1852217,22,天津
1852220,22,天津
1852221,22,天津
1852222,22,天津
1852223,22,天津
1852224,22,天津
1852225,22,天津
1852226,22,天津
1852227,22,天津
1852228,22,天津
1852229,22,天津
1852230,22,天津
1852231,22,天津
1852232,22,天津
1852233,22,天津
1852234,22,天津
1852235,22,天津
1852236,22,天津
1852237,22,天津
1852238,22,天津
1852239,22,天津
1852240,22,天津
1852250,22,天津
1852251,22,天津
1852252,22,天津
1852253,22,天津
1852254,22,天津
1852255,22,天津
1852256,22,天津
1852257,22,天津
1852258,22,天津
1852259,22,天津
1852260,22,天津
1852261,22,天津
1852262,22,天津
1852263,22,天津
1852264,22,天津
1852265,22,天津
1852266,22,天津
1852267,22,天津
1852268,22,天津
1852269,22,天津
1852270,22,天津
1852271,22,天津
1852272,22,天津
1852273,22,天津
1852274,22,天津
1852275,22,天津
1852276,22,天津
1852277,22,天津
1852278,22,天津
1852279,22,天津
1850310,310,邯郸
1853100,310,邯郸
1853101,310,邯郸
1853102,310,邯郸
1853103,310,邯郸
1853104,310,邯郸
1853105,310,邯郸
1853106,310,邯郸
1853107,310,邯郸
1853108,310,邯郸
1853109,310,邯郸
1853206,310,邯郸
1853207,310,邯郸
1853208,310,邯郸
1853209,310,邯郸
1850311,311,石家庄
1850320,311,石家庄
1850321,311,石家庄
1850322,311,石家庄
1850323,311,石家庄
1850324,311,石家庄
1850325,311,石家庄
1850326,311,石家庄
1850327,311,石家庄
1850328,311,石家庄
1850329,311,石家庄
1853110,311,石家庄
1853111,311,石家庄
1853112,311,石家庄
1853113,311,石家庄
1853114,311,石家庄
1853115,311,石家庄
1853116,311,石家庄
1853117,311,石家庄
1853118,311,石家庄
1853119,311,石家庄
1853210,311,石家庄
1853211,311,石家庄
1853212,311,石家庄
1853213,311,石家庄
1853214,311,石家庄
1853215,311,石家庄
1853216,311,石家庄
1853217,311,石家庄
1853218,311,石家庄
1853219,311,石家庄
1853307,311,石家庄
1853308,311,石家庄
1853309,311,石家庄
1853310,311,石家庄
1853311,311,石家庄
1853312,311,石家庄
1853313,311,石家庄
1853314,311,石家庄
1853315,311,石家庄
1853316,311,石家庄
1853317,311,石家庄
1853318,311,石家庄
1853319,311,石家庄
1853320,311,石家庄
1853321,311,石家庄
1853322,311,石家庄
1853323,311,石家庄
1853324,311,石家庄
1853325,311,石家庄
1853326,311,石家庄
1853327,311,石家庄
1853328,311,石家庄
1853329,311,石家庄
1853330,311,石家庄
1853331,311,石家庄
1853332,311,石家庄
1853333,311,石家庄
1853334,311,石家庄
1853335,311,石家庄
1853336,311,石家庄
1853337,311,石家庄
1853338,311,石家庄
1853339,311,石家庄
1850312,312,保定
1853120,312,保定
1853121,312,保定
1853122,312,保定
1853123,312,保定
1853124,312,保定
1853125,312,保定
1853126,312,保定
1853127,312,保定
1853128,312,保定
1853129,312,保定
1853220,312,保定
1853221,312,保定
1853222,312,保定
1853223,312,保定
1853224,312,保定
1853238,312,保定
1853239,312,保定
1853267,312,保定
1853268,312,保定
1853269,312,保定
1850313,313,张家口
1853130,313,张家口
1853131,313,张家口
1853132,313,张家口
1853133,313,张家口
1853134,313,张家口
1853135,313,张家口
1853136,313,张家口
1853137,313,张家口
1853138,313,张家口
1853139,313,张家口
1853225,313,张家口
1853226,313,张家口
1853227,313,张家口
1853228,313,张家口
1853229,313,张家口
1853261,313,张家口
1853262,313,张家口
1853263,313,张家口
1853264,313,张家口
1850314,314,承德
1853140,314,承德
1853141,314,承德
1853142,314,承德
1853143,314,承德
1853144,314,承德
1853145,314,承德
1850315,315,唐山
1853150,315,唐山
1853151,315,唐山
1853152,315,唐山
1853153,315,唐山
1853154,315,唐山
1853155,315,唐山
1853156,315,唐山
1853157,315,唐山
1853158,315,唐山
1853159,315,唐山
1853173,315,唐山
1853174,315,唐山
1853175,315,唐山
1853176,315,唐山
1853177,315,唐山
1853250,315,唐山
1853251,315,唐山
1853252,315,唐山
1853253,315,唐山
1853254,315,唐山
1853255,315,唐山
1853256,315,唐山
1853257,315,唐山
1853258,315,唐山
1853259,315,唐山
1853265,315,唐山
1853266,315,唐山
1853300,315,唐山
1853301,315,唐山
1853302,315,唐山
1853303,315,唐山
1853304,315,唐山
1853305,315,唐山
1853306,315,唐山
1853390,315,唐山
1850316,316,廊坊
1853160,316,廊坊
1853161,316,廊坊
1853162,316,廊坊
1853163,316,廊坊
1853164,316,廊坊
1853165,316,廊坊
1853166,316,廊坊
1853167,316,廊坊
1853168,316,廊坊
1853169,316,廊坊
1853181,316,廊坊
1853182,316,廊坊
1853183,316,廊坊
1853184,316,廊坊
1853185,316,廊坊
1853230,316,廊坊
1853231,316,廊坊
1853232,316,廊坊
1853233,316,廊坊
1853260,316,廊坊
1853360,316,廊坊
1853361,316,廊坊
1853362,316,廊坊
1853363,316,廊坊
1853364,316,廊坊
1853365,316,廊坊
1853366,316,廊坊
1853367,316,廊坊
1853368,316,廊坊
1853369,316,廊坊
1853370,316,廊坊
1853371,316,廊坊
1853372,316,廊坊
1850317,317,沧州
1853170,317,沧州
1853171,317,沧州
1853172,317,沧州
1850318,318,衡水
1853180,318,衡水
1853186,318,衡水
1853187,318,衡水
1853188,318,衡水
1853189,318,衡水
1853234,318,衡水
1853235,318,衡水
1853236,318,衡水
1853237,318,衡水
1853240,318,衡水
1853241,318,衡水
1850319,319,邢台
1853190,319,邢台
1853191,319,邢台
1853192,319,邢台
1853193,319,邢台
1853194,319,邢台
1853195,319,邢台
1853196,319,邢台
1853197,319,邢台
1853198,319,邢台
1853199,319,邢台
1850330,335,秦皇岛
1850331,335,秦皇岛
1850332,335,秦皇岛
1850333,335,秦皇岛
1850334,335,秦皇岛
1850335,335,秦皇岛
1850336,335,秦皇岛
1850337,335,秦皇岛
1850338,335,秦皇岛
1850339,335,秦皇岛
1853200,335,秦皇岛
1853201,335,秦皇岛
1853202,335,秦皇岛
1853203,335,秦皇岛
1853204,335,秦皇岛
1853205,335,秦皇岛
1853350,335,秦皇岛
1853351,335,秦皇岛
1853352,335,秦皇岛
1853353,335,秦皇岛
1853354,335,秦皇岛
1853355,335,秦皇岛
1853356,335,秦皇岛
1853357,335,秦皇岛
1853358,335,秦皇岛
1853359,335,秦皇岛
1850349,349,朔州
1853490,349,朔州
1853491,349,朔州
1853492,349,朔州
1853493,349,朔州
1853494,349,朔州
1853495,349,朔州
1853496,349,朔州
1853497,349,朔州
1853498,349,朔州
1853499,349,朔州
1853650,349,朔州
1853655,349,朔州
1850350,350,忻州
1853440,350,忻州
1853454,350,忻州
1853455,350,忻州
1853470,350,忻州
1853471,350,忻州
1853472,350,忻州
1853473,350,忻州
1853474,350,忻州
1853500,350,忻州
1853501,350,忻州
1853502,350,忻州
1853503,350,忻州
1853504,350,忻州
1853505,350,忻州
1853506,350,忻州
1853507,350,忻州
1853508,350,忻州
1853509,350,忻州
1853696,350,忻州
1853697,350,忻州
1853698,350,忻州
1853699,350,忻州
1850346,351,太原
1850351,351,太原
1853441,351,太原
1853443,351,太原
1853456,351,太原
1853457,351,太原
1853460,351,太原
1853461,351,太原
1853462,351,太原
1853463,351,太原
1853464,351,太原
1853465,351,太原
1853466,351,太原
1853467,351,太原
1853468,351,太原
1853469,351,太原
1853475,351,太原
1853510,351,太原
1853511,351,太原
1853512,351,太原
1853513,351,太原
1853514,351,太原
1853515,351,太原
1853516,351,太原
1853517,351,太原
1853518,351,太原
1853519,351,太原
1853660,351,太原
1853661,351,太原
1853662,351,太原
1853663,351,太原
1853664,351,太原
1853665,351,太原
1853666,351,太原
1853667,351,太原
1853668,351,太原
1853669,351,太原
1853680,351,太原
1853681,351,太原
1853682,351,太原
1853683,351,太原
1853684,351,太原
1853685,351,太原
1853686,351,太原
1853687,351,太原
1853688,351,太原
1853689,351,太原
1850352,352,大同
1853417,352,大同
1853418,352,大同
1853419,352,大同
1853420,352,大同
1853421,352,大同
1853422,352,大同
1853423,352,大同
1853424,352,大同
1853434,352,大同
1853437,352,大同
1853438,352,大同
1853442,352,大同
1853480,352,大同
1853481,352,大同
1853482,352,大同
1853483,352,大同
1853484,352,大同
1853520,352,大同
1853521,352,大同
1853522,352,大同
1853523,352,大同
1853524,352,大同
1853525,352,大同
1853526,352,大同
1853527,352,大同
1853528,352,大同
1853529,352,大同
1853654,352,大同
1853656,352,大同
1853677,352,大同
1853678,352,大同
1853679,352,大同
1850353,353,阳泉
1853530,353,阳泉
1853531,353,阳泉
1853532,353,阳泉
1853533,353,阳泉
1853534,353,阳泉
1853535,353,阳泉
1853536,353,阳泉
1853653,353,阳泉
1850340,354,晋中
1850341,354,晋中
1850342,354,晋中
1850343,354,晋中
1850344,354,晋中
1850345,354,晋中
1850347,354,晋中
1850348,354,晋中
1850354,354,晋中
1853425,354,晋中
1853426,354,晋中
1853427,354,晋中
1853428,354,晋中
1853429,354,晋中
1853444,354,晋中
1853540,354,晋中
1853541,354,晋中
1853542,354,晋中
1853543,354,晋中
1853544,354,晋中
1853545,354,晋中
1853546,354,晋中
1853547,354,晋中
1853548,354,晋中
1853549,354,晋中
1853651,354,晋中
1853652,354,晋中
1853690,354,晋中
1853691,354,晋中
1853692,354,晋中
1853693,354,晋中
1853694,354,晋中
1853695,354,晋中
1850355,355,长治
1853410,355,长治
1853411,355,长治
1853412,355,长治
1853445,355,长治
1853458,355,长治
1853459,355,长治
1853550,355,长治
1853551,355,长治
1853552,355,长治
1853553,355,长治
1853554,355,长治
1853555,355,长治
1853556,355,长治
1853557,355,长治
1853558,355,长治
1853559,355,长治
1850356,356,晋城
1853446,356,晋城
1853450,356,晋城
1853451,356,晋城
1853452,356,晋城
1853453,356,晋城
1853560,356,晋城
1853561,356,晋城
1853562,356,晋城
1853563,356,晋城
1853564,356,晋城
1853565,356,晋城
1853566,356,晋城
1853567,356,晋城
1853568,356,晋城
1853569,356,晋城
1850357,357,临汾
1853413,357,临汾
1853414,357,临汾
1853415,357,临汾
1853416,357,临汾
1853435,357,临汾
1853436,357,临汾
1853447,357,临汾
1853570,357,临汾
1853571,357,临汾
1853572,357,临汾
1853573,357,临汾
1853574,357,临汾
1853575,357,临汾
1853576,357,临汾
1853577,357,临汾
1853578,357,临汾
1853579,357,临汾
1853670,357,临汾
1853671,357,临汾
1853672,357,临汾
1853673,357,临汾
1853674,357,临汾
1853675,357,临汾
1853676,357,临汾
1850358,358,吕梁
1853448,358,吕梁
1853476,358,吕梁
1853477,358,吕梁
1853478,358,吕梁
1853479,358,吕梁
1853485,358,吕梁
1853486,358,吕梁
1853487,358,吕梁
1853488,358,吕梁
1853489,358,吕梁
1853580,358,吕梁
1853581,358,吕梁
1853582,358,吕梁
1853583,358,吕梁
1853584,358,吕梁
1853585,358,吕梁
1853586,358,吕梁
1853587,358,吕梁
1853588,358,吕梁
1853589,358,吕梁
1850359,359,运城
1853430,359,运城
1853431,359,运城
1853432,359,运城
1853433,359,运城
1853449,359,运城
1853590,359,运城
1853591,359,运城
1853592,359,运城
1853593,359,运城
1853594,359,运城
1853595,359,运城
1853596,359,运城
1853597,359,运城
1853598,359,运城
1853599,359,运城
1850470,470,呼伦贝尔
1850480,470,呼伦贝尔
1854700,470,呼伦贝尔
1854701,470,呼伦贝尔
1854702,470,呼伦贝尔
1854703,470,呼伦贝尔
1854704,470,呼伦贝尔
1854705,470,呼伦贝尔
1854706,470,呼伦贝尔
1854707,470,呼伦贝尔
1854708,470,呼伦贝尔
1854709,470,呼伦贝尔
1850471,471,呼和浩特
1850481,471,呼和浩特
1850490,471,呼和浩特
1850491,471,呼和浩特
1850496,471,呼和浩特
1850499,471,呼和浩特
1854710,471,呼和浩特
1854711,471,呼和浩特
1854712,471,呼和浩特
1854713,471,呼和浩特
1854714,471,呼和浩特
1854715,471,呼和浩特
1854716,471,呼和浩特
1854717,471,呼和浩特
1854718,471,呼和浩特
1854719,471,呼和浩特
1854810,471,呼和浩特
1854811,471,呼和浩特
1854812,471,呼和浩特
1854813,471,呼和浩特
1854814,471,呼和浩特
1854815,471,呼和浩特
1854816,471,呼和浩特
1854817,471,呼和浩特
1854818,471,呼和浩特
1854819,471,呼和浩特
1858600,471,呼和浩特
1858601,471,呼和浩特
1858602,471,呼和浩特
1858603,471,呼和浩特
1858604,471,呼和浩特
1858605,471,呼和浩特
1858606,471,呼和浩特
1858607,471,呼和浩特
1858608,471,呼和浩特
1858609,471,呼和浩特
1858620,471,呼和浩特
1858621,471,呼和浩特
1850472,472,包头
1850492,472,包头
1854720,472,包头
1854721,472,包头
1854722,472,包头
1854723,472,包头
1854724,472,包头
1854725,472,包头
1854726,472,包头
1854727,472,包头
1854728,472,包头
1854729,472,包头
1858610,472,包头
1858611,472,包头
1858612,472,包头
1858613,472,包头
1858614,472,包头
1858615,472,包头
1858616,472,包头
1858617,472,包头
1858618,472,包头
1858619,472,包头
1850473,473,乌海
1854730,473,乌海
1854731,473,乌海
1854732,473,乌海
1854733,473,乌海
1854734,473,乌海
1850474,474,乌兰察布
1850484,474,乌兰察布
1850494,474,乌兰察布
1854740,474,乌兰察布
1854741,474,乌兰察布
1854742,474,乌兰察布
1854743,474,乌兰察布
1854744,474,乌兰察布
1854745,474,乌兰察布
1854746,474,乌兰察布
1854747,474,乌兰察布
1854748,474,乌兰察布
1854749,474,乌兰察布
1850475,475,通辽
1850485,475,通辽
1850495,475,通辽
1854750,475,通辽
1854751,475,通辽
1854752,475,通辽
1854753,475,通辽
1854754,475,通辽
1854755,475,通辽
1854756,475,通辽
1854757,475,通辽
1854758,475,通辽
1854759,475,通辽
1850476,476,赤峰
1850486,476,赤峰
1854760,476,赤峰
1854761,476,赤峰
1854762,476,赤峰
1854763,476,赤峰
1854764,476,赤峰
1854765,476,赤峰
1854766,476,赤峰
1854767,476,赤峰
1850477,477,鄂尔多斯
1850487,477,鄂尔多斯
1850497,477,鄂尔多斯
1854770,477,鄂尔多斯
1854771,477,鄂尔多斯
1854772,477,鄂尔多斯
1854773,477,鄂尔多斯
1854774,477,鄂尔多斯
1854775,477,鄂尔多斯
1854776,477,鄂尔多斯
1854777,477,鄂尔多斯
1854778,477,鄂尔多斯
1854779,477,鄂尔多斯
1854870,477,鄂尔多斯
1854871,477,鄂尔多斯
1854872,477,鄂尔多斯
1854873,477,鄂尔多斯
1854874,477,鄂尔多斯
1854875,477,鄂尔多斯
1854876,477,鄂尔多斯
1850478,478,巴彦淖尔
1850488,478,巴彦淖尔
1850498,478,巴彦淖尔
1854780,478,巴彦淖尔
1854781,478,巴彦淖尔
1854782,478,巴彦淖尔
1854783,478,巴彦淖尔
1854784,478,巴彦淖尔
1854785,478,巴彦淖尔
1854786,478,巴彦淖尔
1854787,478,巴彦淖尔
1854788,478,巴彦淖尔
1854789,478,巴彦淖尔
1850479,479,锡林郭勒盟
1850489,479,锡林郭勒盟
1854790,479,锡林郭勒盟
1850482,482,兴安盟
1854820,482,兴安盟
1854821,482,兴安盟
1854822,482,兴安盟
1854823,482,兴安盟
1850483,483,阿拉善盟
1850493,483,阿拉善盟
1854830,483,阿拉善盟
1850413,24,抚顺
1852413,24,抚顺
1852423,24,抚顺
1850240,24,沈阳
1850241,24,沈阳
1851240,24,沈阳
1851241,24,沈阳
1851242,24,沈阳
1851243,24,沈阳
1851244,24,沈阳
1851245,24,沈阳
1851246,24,沈阳
1851247,24,沈阳
1851248,24,沈阳
1851249,24,沈阳
1852424,24,沈阳
1852440,24,沈阳
1852441,24,沈阳
1852442,24,沈阳
1852443,24,沈阳
1852444,24,沈阳
1852445,24,沈阳
1852446,24,沈阳
1852447,24,沈阳
1852448,24,沈阳
1852449,24,沈阳
1852500,24,沈阳
1852501,24,沈阳
1852502,24,沈阳
1852503,24,沈阳
1852504,24,沈阳
1852505,24,沈阳
1852506,24,沈阳
1852507,24,沈阳
1852508,24,沈阳
1852509,24,沈阳
1852510,24,沈阳
1852511,24,沈阳
1852512,24,沈阳
1852513,24,沈阳
1852514,24,沈阳
1852515,24,沈阳
1852516,24,沈阳
1852517,24,沈阳
1852518,24,沈阳
1852519,24,沈阳
1852520,24,沈阳
1852521,24,沈阳
1852522,24,沈阳
1852523,24,沈阳
1852524,24,沈阳
1852525,24,沈阳
1852526,24,沈阳
1852527,24,沈阳
1852528,24,沈阳
1852529,24,沈阳
