H码,区号,城市
1501233,870,昭通
1501234,870,昭通
1501235,870,昭通
1501236,870,昭通
1501237,870,昭通
1501238,870,昭通
1501239,870,昭通
1508720,870,昭通
1508721,870,昭通
1508775,870,昭通
1508776,870,昭通
1508777,870,昭通
1508778,870,昭通
1508779,870,昭通
1509425,870,昭通
1509426,870,昭通
1509427,870,昭通
1509428,870,昭通
1509429,870,昭通
1509653,870,昭通
1509654,870,昭通
1509655,870,昭通
1509656,870,昭通
1509657,870,昭通
1509658,870,昭通
1509659,870,昭通
1509682,870,昭通
1509683,870,昭通
1509684,870,昭通
1501220,874,曲靖
1501221,874,曲靖
1508740,874,曲靖
1508741,874,曲靖
1508742,874,曲靖
1508743,874,曲靖
1508744,874,曲靖
1508745,874,曲靖
1508746,874,曲靖
1508747,874,曲靖
1508748,874,曲靖
1508749,874,曲靖
1508723,878,楚雄
1508724,878,楚雄
1509642,878,楚雄
1509643,878,楚雄
1509644,878,楚雄
1509645,878,楚雄
1509646,878,楚雄
1509647,878,楚雄
1509648,878,楚雄
1509649,878,楚雄
1501212,691,版纳
1501213,691,版纳
1501214,691,版纳
1501215,691,版纳
1501216,691,版纳
1508760,691,版纳
1508761,691,版纳
1508762,691,版纳
1508763,691,版纳
1508764,691,版纳
1508765,691,版纳
1508766,691,版纳
1508767,691,版纳
1508768,691,版纳
1508769,691,版纳
1500877,877,玉溪
1500887,877,玉溪
1500888,877,玉溪
1500889,877,玉溪
1508770,877,玉溪
1508771,877,玉溪
1508772,877,玉溪
1508773,877,玉溪
1508774,877,玉溪
1509670,877,玉溪
1509671,877,玉溪
1509672,877,玉溪
1509673,877,玉溪
1509674,877,玉溪
1509675,877,玉溪
1509676,877,玉溪
1509677,877,玉溪
1509678,877,玉溪
1509679,877,玉溪
1502520,873,红河
1502521,873,红河
1508730,873,红河
1508731,873,红河
1508732,873,红河
1508733,873,红河
1508734,873,红河
1508735,873,红河
1508736,873,红河
1508737,873,红河
1508738,873,红河
1508739,873,红河
1509410,873,红河
1509411,873,红河
1509412,873,红河
1509413,873,红河
1509414,873,红河
1509415,873,红河
1509416,873,红河
1509417,873,红河
1509418,873,红河
1509419,873,红河
1509685,873,红河
1509686,873,红河
1509687,873,红河
1509688,873,红河
1509689,873,红河
1500886,887,迪庆
1508722,887,迪庆
1509640,887,迪庆
1500478,478,临河
1502487,478,临河
1502488,478,临河
1502489,478,临河
1504480,478,临河
1504481,478,临河
1504482,478,临河
1504483,478,临河
1504484,478,临河
1504485,478,临河
1504486,478,临河
1504487,478,临河
1504488,478,临河
1504489,478,临河
1504705,478,临河
1504706,478,临河
1504707,478,临河
1504708,478,临河
1504709,478,临河
1504726,478,临河
1504727,478,临河
1504728,478,临河
1504729,478,临河
1504789,478,临河
1504858,478,临河
1504859,478,临河
1504880,478,临河
1504881,478,临河
1504882,478,临河
1504883,478,临河
1504884,478,临河
1504885,478,临河
1504886,478,临河
1504887,478,临河
1504888,478,临河
1504889,478,临河
1504898,478,临河
1504899,478,临河
1504939,478,临河
1504980,478,临河
1504981,478,临河
1504982,478,临河
1504983,478,临河
1504984,478,临河
1500480,482,乌兰浩特
1500481,482,乌兰浩特
1500482,482,乌兰浩特
1500483,482,乌兰浩特
1500484,482,乌兰浩特
1500485,482,乌兰浩特
1502480,482,乌兰浩特
1502481,482,乌兰浩特
1502482,482,乌兰浩特
1502483,482,乌兰浩特
1502484,482,乌兰浩特
1502485,482,乌兰浩特
1502486,482,乌兰浩特
1503480,482,乌兰浩特
1503481,482,乌兰浩特
1503482,482,乌兰浩特
1503483,482,乌兰浩特
1503484,482,乌兰浩特
1503485,482,乌兰浩特
1503486,482,乌兰浩特
1503487,482,乌兰浩特
1503488,482,乌兰浩特
1504820,482,乌兰浩特
1504821,482,乌兰浩特
1504822,482,乌兰浩特
1504823,482,乌兰浩特
1504824,482,乌兰浩特
1504825,482,乌兰浩特
1504826,482,乌兰浩特
1504827,482,乌兰浩特
1504828,482,乌兰浩特
1504814,473,乌海
1504818,473,乌海
1504832,473,乌海
1504833,473,乌海
1504834,473,乌海
1504978,473,乌海
1504979,473,乌海
1500472,472,包头
1502470,472,包头
1502471,472,包头
1502472,472,包头
1502473,472,包头
1502474,472,包头
1502475,472,包头
1502476,472,包头
1502477,472,包头
1502478,472,包头
1502479,472,包头
1503470,472,包头
1503471,472,包头
1503472,472,包头
1503473,472,包头
1503474,472,包头
1503475,472,包头
1503476,472,包头
1504470,472,包头
1504471,472,包头
1504472,472,包头
1504493,472,包头
1504494,472,包头
1504495,472,包头
1504496,472,包头
1504497,472,包头
1504498,472,包头
1504499,472,包头
1504720,472,包头
1504721,472,包头
1504722,472,包头
1504723,472,包头
1504724,472,包头
1504740,472,包头
1504815,472,包头
1504816,472,包头
1504817,472,包头
1504819,472,包头
1504920,472,包头
1504921,472,包头
1504922,472,包头
1504923,472,包头
1504924,472,包头
1504925,472,包头
1504926,472,包头
1504927,472,包头
1504928,472,包头
1504929,472,包头
1504930,472,包头
1504931,472,包头
1504932,472,包头
1504933,472,包头
1504934,472,包头
1504935,472,包头
1504936,472,包头
1504937,472,包头
1504938,472,包头
1500471,471,呼和浩特
1502490,471,呼和浩特
1502491,471,呼和浩特
1502492,471,呼和浩特
1502493,471,呼和浩特
1502494,471,呼和浩特
1502495,471,呼和浩特
1502496,471,呼和浩特
1502497,471,呼和浩特
1502498,471,呼和浩特
1502499,471,呼和浩特
1503477,471,呼和浩特
1503478,471,呼和浩特
1503479,471,呼和浩特
1503490,471,呼和浩特
1503491,471,呼和浩特
1503492,471,呼和浩特
1503493,471,呼和浩特
1503494,471,呼和浩特
1503495,471,呼和浩特
1503496,471,呼和浩特
1503497,471,呼和浩特
1503498,471,呼和浩特
1503499,471,呼和浩特
1504711,471,呼和浩特
1504780,471,呼和浩特
1504781,471,呼和浩特
1504782,471,呼和浩特
1504783,471,呼和浩特
1504784,471,呼和浩特
1504785,471,呼和浩特
1504786,471,呼和浩特
1504787,471,呼和浩特
1504788,471,呼和浩特
1504799,471,呼和浩特
1504835,471,呼和浩特
1504836,471,呼和浩特
1504910,471,呼和浩特
1504911,471,呼和浩特
1504912,471,呼和浩特
1504913,471,呼和浩特
1504914,471,呼和浩特
1504915,471,呼和浩特
1504916,471,呼和浩特
1504917,471,呼和浩特
1504918,471,呼和浩特
1504919,471,呼和浩特
1500470,470,海拉尔
1504700,470,海拉尔
1504701,470,海拉尔
1504702,470,海拉尔
1504703,470,海拉尔
1504704,470,海拉尔
1504800,470,海拉尔
1504801,470,海拉尔
1504802,470,海拉尔
1504803,470,海拉尔
1504804,470,海拉尔
1504805,470,海拉尔
1504806,470,海拉尔
1504807,470,海拉尔
1504808,470,海拉尔
1504809,470,海拉尔
1504810,470,海拉尔
1504811,470,海拉尔
1504812,470,海拉尔
1504813,470,海拉尔
1504900,470,海拉尔
1504901,470,海拉尔
1504902,470,海拉尔
1504903,470,海拉尔
1504904,470,海拉尔
1504905,470,海拉尔
1504906,470,海拉尔
1504907,470,海拉尔
1504908,470,海拉尔
1504909,470,海拉尔
1504950,470,海拉尔
1504951,470,海拉尔
1504952,470,海拉尔
1504953,470,海拉尔
1504954,470,海拉尔
1504955,470,海拉尔
1504956,470,海拉尔
1504970,470,海拉尔
1504971,470,海拉尔
1504972,470,海拉尔
1504973,470,海拉尔
1504974,470,海拉尔
1504975,470,海拉尔
1504976,470,海拉尔
1504977,470,海拉尔
1500476,476,赤峰
1500486,476,赤峰
1500487,476,赤峰
1500488,476,赤峰
1500489,476,赤峰
1504725,476,赤峰
1504757,476,赤峰
1504758,476,赤峰
1504760,476,赤峰
1504761,476,赤峰
1504762,476,赤峰
1504763,476,赤峰
1504764,476,赤峰
1504765,476,赤峰
1504766,476,赤峰
1504767,476,赤峰
1504768,476,赤峰
1504769,476,赤峰
1504837,476,赤峰
1504838,476,赤峰
1504860,476,赤峰
1504861,476,赤峰
1504862,476,赤峰
1504863,476,赤峰
1504864,476,赤峰
1504865,476,赤峰
1504866,476,赤峰
1504867,476,赤峰
1504868,476,赤峰
1504869,476,赤峰
1504960,476,赤峰
1504961,476,赤峰
1504962,476,赤峰
1504963,476,赤峰
1504964,476,赤峰
1504965,476,赤峰
1504966,476,赤峰
1504967,476,赤峰
1504968,476,赤峰
1504969,476,赤峰
1504990,476,赤峰
1504991,476,赤峰
1504992,476,赤峰
1504993,476,赤峰
1504994,476,赤峰
1504995,476,赤峰
1504996,476,赤峰
1504997,476,赤峰
1504998,476,赤峰
1500473,475,通辽
1500475,475,通辽
1500490,475,通辽
1500491,475,通辽
1500492,475,通辽
1500493,475,通辽
1500494,475,通辽
1500495,475,通辽
1500496,475,通辽
1500497,475,通辽
1500498,475,通辽
1500499,475,通辽
1504710,475,通辽
1504715,475,通辽
1504716,475,通辽
1504745,475,通辽
1504746,475,通辽
1504747,475,通辽
1504748,475,通辽
1504749,475,通辽
1504750,475,通辽
1504751,475,通辽
1504752,475,通辽
1504753,475,通辽
1504754,475,通辽
1504755,475,通辽
1504756,475,通辽
1504850,475,通辽
1504851,475,通辽
1504852,475,通辽
1504853,475,通辽
1504854,475,通辽
1504855,475,通辽
1504856,475,通辽
1504857,475,通辽
1500477,477,鄂尔多斯
1503489,477,鄂尔多斯
1504473,477,鄂尔多斯
1504474,477,鄂尔多斯
1504475,477,鄂尔多斯
1504476,477,鄂尔多斯
1504477,477,鄂尔多斯
1504478,477,鄂尔多斯
1504479,477,鄂尔多斯
1504490,477,鄂尔多斯
1504491,477,鄂尔多斯
1504492,477,鄂尔多斯
1504712,477,鄂尔多斯
1504713,477,鄂尔多斯
1504714,477,鄂尔多斯
1504730,477,鄂尔多斯
1504731,477,鄂尔多斯
1504732,477,鄂尔多斯
1504733,477,鄂尔多斯
1504734,477,鄂尔多斯
1504735,477,鄂尔多斯
1504736,477,鄂尔多斯
1504737,477,鄂尔多斯
1504738,477,鄂尔多斯
1504739,477,鄂尔多斯
1504759,477,鄂尔多斯
1504770,477,鄂尔多斯
1504771,477,鄂尔多斯
1504772,477,鄂尔多斯
1504773,477,鄂尔多斯
1504774,477,鄂尔多斯
1504775,477,鄂尔多斯
1504776,477,鄂尔多斯
1504777,477,鄂尔多斯
1504778,477,鄂尔多斯
1504779,477,鄂尔多斯
1504839,477,鄂尔多斯
1504870,477,鄂尔多斯
1504871,477,鄂尔多斯
1504872,477,鄂尔多斯
1504873,477,鄂尔多斯
1504874,477,鄂尔多斯
1504875,477,鄂尔多斯
1504876,477,鄂尔多斯
1504877,477,鄂尔多斯
1504878,477,鄂尔多斯
1504879,477,鄂尔多斯
1504940,477,鄂尔多斯
1504941,477,鄂尔多斯
1504942,477,鄂尔多斯
1504943,477,鄂尔多斯
1504944,477,鄂尔多斯
1504945,477,鄂尔多斯
1504946,477,鄂尔多斯
1504947,477,鄂尔多斯
1504948,477,鄂尔多斯
1504949,477,鄂尔多斯
1504957,477,鄂尔多斯
1504958,477,鄂尔多斯
1504959,477,鄂尔多斯
1504985,477,鄂尔多斯
1504986,477,鄂尔多斯
1504987,477,鄂尔多斯
1504988,477,鄂尔多斯
1504989,477,鄂尔多斯
1500479,479,锡林浩特
1504717,479,锡林浩特
1504718,479,锡林浩特
1504719,479,锡林浩特
1504790,479,锡林浩特
1504791,479,锡林浩特
1504792,479,锡林浩特
1504793,479,锡林浩特
1504794,479,锡林浩特
1504795,479,锡林浩特
1504796,479,锡林浩特
1504797,479,锡林浩特
1504798,479,锡林浩特
1504890,479,锡林浩特
1504891,479,锡林浩特
1504892,479,锡林浩特
1504893,479,锡林浩特
1504894,479,锡林浩特
1504895,479,锡林浩特
1504896,479,锡林浩特
1504897,479,锡林浩特
1504830,483,阿拉善盟
1504831,483,阿拉善盟
1500474,474,集宁
1504741,474,集宁
1504742,474,集宁
1504743,474,集宁
1504744,474,集宁
1504829,474,集宁
1504840,474,集宁
1504841,474,集宁
1504842,474,集宁
1504843,474,集宁
1504844,474,集宁
1504845,474,集宁
1504846,474,集宁
1504847,474,集宁
1504848,474,集宁
1504849,474,集宁
1504999,474,集宁
1500100,10,北京
1500101,10,北京
1500102,10,北京
1500103,10,北京
1500104,10,北京
1500105,10,北京
1500106,10,北京
1500107,10,北京
1500108,10,北京
1500109,10,北京
1500110,10,北京
1500111,10,北京
1500112,10,北京
1500113,10,北京
1500114,10,北京
1500115,10,北京
1500116,10,北京
1500117,10,北京
1500118,10,北京
1500119,10,北京
1500120,10,北京
1500121,10,北京
1500122,10,北京
1500123,10,北京
1500124,10,北京
1500125,10,北京
1500126,10,北京
1500127,10,北京
1500128,10,北京
1500129,10,北京
1500130,10,北京
1500131,10,北京
1500132,10,北京
1500133,10,北京
1500134,10,北京
1500135,10,北京
1500136,10,北京
1500137,10,北京
1500138,10,北京
1500139,10,北京
1501000,10,北京
1501001,10,北京
1501002,10,北京
1501003,10,北京
1501004,10,北京
1501005,10,北京
1501006,10,北京
1501007,10,北京
1501008,10,北京
1501009,10,北京
1501010,10,北京
1501011,10,北京
1501012,10,北京
1501013,10,北京
1501014,10,北京
1501015,10,北京
1501016,10,北京
1501017,10,北京
1501018,10,北京
1501019,10,北京
1501020,10,北京
1501021,10,北京
1501022,10,北京
1501023,10,北京
1501024,10,北京
1501025,10,北京
1501026,10,北京
1501027,10,北京
1501028,10,北京
1501029,10,北京
1501030,10,北京
1501031,10,北京
1501032,10,北京
1501033,10,北京
1501034,10,北京
1501035,10,北京
1501036,10,北京
1501037,10,北京
1501038,10,北京
1501039,10,北京
1501040,10,北京
1501041,10,北京
1501042,10,北京
1501043,10,北京
1501044,10,北京
1501045,10,北京
1501046,10,北京
1501047,10,北京
1501048,10,北京
1501049,10,北京
1501050,10,北京
1501051,10,北京
1501052,10,北京
1501053,10,北京
1501054,10,北京
1501055,10,北京
1501056,10,北京
1501057,10,北京
1501058,10,北京
1501059,10,北京
1501060,10,北京
1501061,10,北京
1501062,10,北京
1501063,10,北京
1501064,10,北京
1501065,10,北京
1501066,10,北京
1501067,10,北京
1501068,10,北京
1501069,10,北京
1501070,10,北京
1501071,10,北京
1501072,10,北京
1501073,10,北京
1501074,10,北京
1501075,10,北京
1501076,10,北京
1501077,10,北京
1501078,10,北京
1501079,10,北京
1501080,10,北京
1501081,10,北京
1501082,10,北京
1501083,10,北京
1501084,10,北京
1501085,10,北京
1501086,10,北京
1501087,10,北京
1501088,10,北京
1501089,10,北京
1501090,10,北京
1501091,10,北京
1501092,10,北京
1501093,10,北京
1501094,10,北京
1501095,10,北京
1501096,10,北京
1501097,10,北京
1501098,10,北京
1501099,10,北京
1501100,10,北京
1501101,10,北京
1501102,10,北京
1501103,10,北京
1501104,10,北京
1501105,10,北京
1501106,10,北京
1501107,10,北京
1501108,10,北京
1501109,10,北京
1501110,10,北京
1501111,10,北京
1501112,10,北京
1501113,10,北京
1501114,10,北京
1501115,10,北京
1501116,10,北京
1501117,10,北京
1501118,10,北京
1501119,10,北京
1501120,10,北京
1501121,10,北京
1501122,10,北京
1501123,10,北京
1501124,10,北京
1501125,10,北京
1501126,10,北京
1501127,10,北京
1501128,10,北京
1501129,10,北京
1501130,10,北京
1501131,10,北京
1501132,10,北京
1501133,10,北京
1501134,10,北京
1501135,10,北京
1501136,10,北京
1501137,10,北京
1501138,10,北京
1501139,10,北京
1501140,10,北京
1501141,10,北京
1501142,10,北京
1501143,10,北京
1501144,10,北京
1501145,10,北京
1501146,10,北京
1501147,10,北京
1501148,10,北京
1501149,10,北京
1501150,10,北京
1501151,10,北京
1501152,10,北京
1501153,10,北京
1501154,10,北京
1501155,10,北京
1501156,10,北京
1501157,10,北京
1501158,10,北京
1501159,10,北京
1500432,432,吉林
1504320,432,吉林
1504321,432,吉林
1504322,432,吉林
1504323,432,吉林
1504324,432,吉林
1504325,432,吉林
1504326,432,吉林
1504327,432,吉林
1504328,432,吉林
1504329,432,吉林
1504420,432,吉林
1504421,432,吉林
1504422,432,吉林
1504423,432,吉林
1504424,432,吉林
1504425,432,吉林
1504426,432,吉林
1504427,432,吉林
1504428,432,吉林
1504429,432,吉林
1504460,432,吉林
1504461,432,吉林
1504462,432,吉林
1504463,432,吉林
1504464,432,吉林
1504465,432,吉林
1504466,432,吉林
1504467,432,吉林
1504468,432,吉林
1504469,432,吉林
1500434,434,四平
1500440,434,四平
1500441,434,四平
1500442,434,四平
1500443,434,四平
1500444,434,四平
1500445,434,四平
1500446,434,四平
1500447,434,四平
1500448,434,四平
1500449,434,四平
1504340,434,四平
1504341,434,四平
1504342,434,四平
1504343,434,四平
1504344,434,四平
1504345,434,四平
1504346,434,四平
1504347,434,四平
1504348,434,四平
1504349,434,四平
1504440,434,四平
1504441,434,四平
1504442,434,四平
1504443,434,四平
1504444,434,四平
1504445,434,四平
1504446,434,四平
1504447,434,四平
1504448,434,四平
1504449,434,四平
1500433,433,延吉
1504330,433,延吉
1504331,433,延吉
1504332,433,延吉
1504333,433,延吉
1504334,433,延吉
1504335,433,延吉
1504336,433,延吉
1504337,433,延吉
1504338,433,延吉
1504339,433,延吉
1500438,438,松原
1504380,438,松原
1504381,438,松原
1504382,438,松原
1504383,438,松原
1504384,438,松原
1504385,438,松原
1504386,438,松原
1504387,438,松原
1504388,438,松原
1504389,438,松原
1500436,436,白城
1504360,436,白城
1504361,436,白城
1504362,436,白城
1504363,436,白城
1504364,436,白城
1504365,436,白城
1504366,436,白城
1504367,436,白城
1504368,436,白城
1504369,436,白城
1500439,439,白山
1504390,439,白山
1504391,439,白山
1504392,439,白山
1504393,439,白山
1504394,439,白山
1504395,439,白山
1504396,439,白山
1504397,439,白山
1504398,439,白山
1504399,439,白山
1500437,437,辽源
1504370,437,辽源
1504371,437,辽源
1504372,437,辽源
1504373,437,辽源
1504374,437,辽源
1504375,437,辽源
1504376,437,辽源
1504377,437,辽源
1504378,437,辽源
1504379,437,辽源
1500435,435,通化
1504350,435,通化
1504351,435,通化
1504352,435,通化
1504353,435,通化
1504354,435,通化
1504355,435,通化
1504356,435,通化
1504357,435,通化
1504358,435,通化
1504359,435,通化
1504450,435,通化
1504451,435,通化
1504452,435,通化
1504453,435,通化
1504454,435,通化
1504455,435,通化
1504456,435,通化
1504457,435,通化
1504458,435,通化
1504459,435,通化
1500430,431,长春
1500431,431,长春
1504300,431,长春
1504301,431,长春
1504302,431,长春
1504303,431,长春
1504304,431,长春
1504305,431,长春
1504306,431,长春
1504307,431,长春
1504308,431,长春
1504309,431,长春
1504310,431,长春
1504311,431,长春
1504312,431,长春
1504313,431,长春
1504314,431,长春
1504315,431,长春
1504316,431,长春
1504317,431,长春
1504318,431,长春
1504319,431,长春
1504400,431,长春
1504401,431,长春
1504402,431,长春
1504403,431,长春
1504404,431,长春
1504405,431,长春
1504406,431,长春
1504407,431,长春
1504408,431,长春
1504409,431,长春
1504410,431,长春
1504411,431,长春
1504412,431,长春
1504413,431,长春
1504414,431,长春
1504415,431,长春
1504416,431,长春
1504417,431,长春
1504418,431,长春
1504419,431,长春
1504430,431,长春
1504431,431,长春
1504432,431,长春
1504433,431,长春
1504434,431,长春
1504435,431,长春
1504436,431,长春
1504437,431,长春
1504438,431,长春
1504439,431,长春
1508220,833,乐山
1508221,833,乐山
1508222,833,乐山
1508223,833,乐山
1508224,833,乐山
1508200,832,内江
1508201,832,内江
1508202,832,内江
1508203,832,内江
1508204,832,内江
1508243,832,内江
1508244,832,内江
1508225,834,凉山
1508226,834,凉山
1508227,834,凉山
1508228,834,凉山
